####### File dei Quiz, ultima modifica 30/01/23 Marco Bellini########
GA-001	Il Decreto Legislativo 27 gennaio 2010, n. 35, recante attuazione della direttiva 2008/68/CE, disciplina
	2	Ministero delle infrastrutture e della mobilità sostenibili	F
	3	Ufficio periferico del MIMS	F

GA-050	La relazione annuale del Consulente deve essere conservata per:
	1	2 anni	F
	2	3 anni	F
	3	5 anni	V

GA-051	È soggetto a sanzioni il legale rappresentante dell'impresa che:
	1	non comunica all'Ufficio periferico del MIMS, competente per territorio, le generalità complete del Consulente entro 10 giorni dalla sua nomina	F
	2	non conserva le relazioni annuali predisposte dal Consulente per 5 anni	V
	3	non conserva le relazioni di incidente predisposte dal Consulente per 5 anni	F

GA-052	Se sul territorio di uno dei Paesi del RID/ADR avviene un grave incidente o un evento imprevisto durante il carico, il riempimento, il trasporto e lo scarico di merci pericolose, quali dei seguenti Operatori devono assicurarsi che sia stato redatto un rapporto secondo RID/ADR e trasmesso all’autorità competente del medesimo stato entro un mese dall’evento:
	1	Speditore	F
	2	Imballatore	F
	3	Scaricatore	V

GA-053	Chi è il destinatario della relazione di incidente?
	1	Anche il legale rappresentante dell'impresa	V
	2	Anche il Prefetto	F
	3	Anche l'Ufficio periferico del MIMS	V

GA-054	Se accade un incidente, qual è l'obbligo del Consulente?
	1	Redigere una relazione di incidente diretta soltanto al legale rappresentante dell'impresa	F
	2	Redigere una relazione di incidente per la Pubblica Sicurezza	F
	3	Redigere una relazione, in cui deve analizzare le cause dell'incidente e avanzare proposte al fine di evitare che eventi simili accadano in futuro	V

GA-055	La relazione di incidente secondo il modello prescritto dal RID/ADR/ADN deve essere redatto se avviene un incidente secondo i criteri di tali Regolamenti in fase di:
	1	carico	V
	2	riempimento	V
	3	scarico	V

GA-056	Quali sono i criteri per i quali un incidente possa essere ritenuto motivo per la redazione della relazione di incidente?
	1	Non vi sono criteri precisi, ma sono lasciati alla valutazione del Consulente	F
	2	Sono: che si sia verificata una perdita anche minima di materia pericolosa, che il danno all'ambiente sia valutabile almeno in 20.000 Euro	F
	3	Sono: danni a persone o cose, perdite di materie pericolose, motivi precauzionali di ordine pubblico	V

GA-057	Durante il trasporto di Carbone attivo si ha una perdita di 1100 kg di prodotto, è necessaria la redazione di un rapporto di incidente?
	1	No, la sua categoria di trasporto prevede l'esenzione da questa disposizione del RID/ADR	F
	2	Sì	V
	3	Sì, se attivato al vapor d'acqua	F

GA-058	A seguito di un versamento al carico di una merce pericolosa il Consulente deve redigere la relazione di incidente e consegnarla al:
	1	Comando provinciale dei Vigili del Fuoco	F
	2	Legale rappresentante dell'impresa	V
	3	Prefetto	F

GA-059	Se durante il trasporto avviene una perdita da un fusto metallico di circa 5 litri di gasolio, dovuta ad un difetto della graffatura del fondo, esiste qualche obbligo da parte del Consulente?
	1	No, non è tenuto a redigere la relazione di incidente	V
	2	Sì, è tenuto a comunicarne immediata notizia ai Vigili del Fuoco od alla Polizia Stradale	F
	3	Sì, è tenuto a redigere la relazione di incidente	F

GA-060	Se durante il carico un operatore maldestro fora con la punta delle forche del muletto un fusto metallico contenente acetone e fuoriescono 120 litri di prodotto, esiste qualche obbligo da parte del Consulente?
	1	No, non è tenuto a redigere la relazione di incidente	V
	2	Sì, è tenuto a comunicarne immediata notizia ai Vigili del Fuoco od alla Polizia Stradale	F
	3	Sì, è tenuto a redigere la relazione di incidente	F

GA-061	Il personale che opera nel campo del trasporto di merci pericolose:
	1	deve essere addestrato prima di assumere responsabilità	V
	2	può svolgere funzioni operative senza essere formato	F
	3	può svolgere funzioni operative, senza essere formato, sotto la supervisione di una persona addestrata	V

GA-062	Chi deve adottare e attuare il piano di security nel trasporto di merci pericolose ad alto pericolo?
	1	Il trasportatore	V
	2	L'autorità competente	F
	3	Lo speditore/mittente	V

GA-063	Un'impresa che esegue lo scarico di una cisterna contenente 20.000 litri di alcol etilico (gruppo di imballaggio II) deve redigere un piano di security?
	1	Sì	V
	2	Sì, se compie lo scarico di almeno tre cisterne al mese per un quantitativo complessivo di almeno 30 t	F
	3	Sì, se ha nominato un Consulente per la sede operativa in cui riceve la cisterna	F

GA-064	Un'impresa che scarica merci pericolose deve fare la formazione del personale in materia di security?
	1	Sì	V
	2	Sì, soltanto se ha nominato un Consulente per la sede operativa	F
	3	Sì, soltanto se ha redatto un piano di security	F

GA-065	Un'impresa che scarica una cisterna contenente 22.000 litri di gasolio
	1	Deve fare la formazione del personale in materia di security	V
	2	Deve redigere il piano di security	F
	3	Non deve redigere il piano di security e non deve formare il personale in materia di security	F

GA-066	I piani di security indicati nel RID/ADR/ADN sono documenti
	1	certificati dal Comando Provinciale dei Vigili del Fuoco	F
	2	che contengono, tra gli altri elementi, anche le modalità di reazione in caso di minaccia	V
	3	che contengono, tra gli altri elementi, anche le registrazioni delle merci pericolose ad alto pericolo	V

GA-067	Le autorità competenti dei Paesi del RID/ADR/ADN:
	1	non possono mai derogare al RID/ADR/ADN	F	
	2	possono convenire tra loro  di autorizzare alcuni trasporti sul loro territorio in  deroga temporanea alle disposizioni del RID/ADR/ADN, a condizione che la sicurezza non sia compromessa	V
	3	possono, limitatamente al territorio nazionale, adottare deroghe al RID/ADR/ADN	V

GA-068	Quando una disposizione speciale contraddice una disposizione generale:
	1	si deve rispettare la disposizione generale	F
	2	si deve rispettare la disposizione speciale	V
	3	si devono rispettare l'una o l'altra secondo il caso	F

GA-069	Le disposizioni generali di una parte, capitolo, sezione:
	1	devono essere rispettate soltanto se citate nella tabella A del capitolo 3.2	F
	2	devono, in generale, essere rispettate	V
	3	non è necessario siano rispettate se non citate nella tabella A del capitolo 3.2	F

GA-070	Quando le prescrizioni di una norma tecnica citata nel RID/ADR/ADN sono in contrasto con le disposizioni dei Regolamenti:
	1	si deve rispettare la norma	F
	2	si devono rispettare le disposizioni del RID/ADR/ADN	V
	3	si devono rispettare le une o le altre secondo il caso	F

GA-071	Quando le prescrizioni di una norma tecnica citata nel RID/ADR/ADN non sono in contrasto con le disposizioni dei Regolamenti
	1	si deve rispettare soltanto la norma citata	F
	2	si devono rispettare anche le altre norme citate a riferimento nella norma	V
	3	si devono rispettare parzialmente le altre norme citate a riferimento nella norma	F

GA-801	Chi è responsabile dell'osservanza, da parte dell'impresa, delle norme in materia di trasporto, carico e scarico di merci pericolose?
	1	Il conducente del veicolo per le imprese di trasporto, ed il caporeparto per quelle che eseguono il carico o lo scarico	F
	2	Il Consulente	F
	3	Il legale rappresentante dell'impresa	V

GA-802	Se durante le operazioni di carico di un prodotto acido su una cisterna, al momento del distacco della manichetta di carico, fuoriescono circa 2 litri di prodotto, che ustionano alle mani l'operatore, il quale è giudicato guaribile in 30 giorni, esiste qualche obbligo da parte del Consulente?
	1	No, non è tenuto a redigere la relazione di incidente	F
	2	Sì, è tenuto a comunicarne immediata notizia ai Vigili del Fuoco od alla Polizia Stradale	F
	3	Sì, è tenuto a redigere la relazione di incidente	V

GA-803	Se ad un incrocio il conducente di un veicolo-cisterna contenente benzina non dà la precedenza ad un motociclista proveniente da destra, lo investe e questi resta ucciso, esiste qualche obbligo da parte del Consulente?
	1	No, non è tenuto a redigere la relazione di incidente	V
	2	Sì, è tenuto a comunicarne immediata notizia ai Vigili del Fuoco od alla Polizia Stradale	F
	3	Sì, è tenuto a redigere la relazione di incidente	F

GC-001	A cosa serve la classificazione RID/ADR?
	1	Ad individuare le merci pericolose ammesse al trasporto esclusivamente per via marittima	F
	2	Ad individuare le merci pericolose ammesse al trasporto su strada e/o ferrovia a determinate condizioni	V
	3	Ad individuare le merci pericolose escluse dal trasporto su strada e/o ferrovia	V

GC-002	Le classi di pericolo identificano:
	1	capitoli in cui sono suddivisi il RID/ADR/ADN	F
	2	gruppi di materie aventi lo stesso pericolo principale	V
	3	gruppi di materie pericolose aventi le stesse caratteristiche fisiche (liquidi, solidi, gas, ecc.)	F

GC-003	Chi è responsabile della classificazione di un prodotto ai fini del trasporto?
	1	Il produttore della merce	F
	2	Il trasportatore	F
	3	Lo speditore/mittente	V

GC-004	La classificazione di un campione comporta che ad esso sia necessariamente attribuito:
	1	il gruppo di imballaggio più severo tra quelli associati alla sua denominazione ufficiale di trasporto	V
	2	la classe 9	F
	3	l'integrazione della denominazione ufficiale, in caso di rubrica collettiva n.a.s., con il nome tecnico	F

GC-005	Una materia contenente impurezze tecniche o additivi:
	1	deve essere considerata una miscela o una soluzione se le impurezze tecniche o gli additivi hanno effetto sulla sua classificazione	V
	2	ha il numero ONU della materia se le impurezze tecniche o gli additivi non hanno effetto sulla sua classificazione	V
	3	le impurezze tecniche o gli additivi non influenzano comunque la sua classificazione	F

GC-006	La disposizione speciale 274 del capitolo 3.3 si deve applicare:
	1	A tutte le rubriche generiche	F
	2	Per il trasporto di campioni	F
	3	Quando prevista nella tabella A del capitolo 3.2	V

GC-007	Riguardo le materie elencate nominativamente nella colonna (2) della Tabella A del Capitolo 3.2, i pericoli secondari identificati dallo speditore sulla base di risultati di test e non indicati nella colonna (3a) o (5) della suddetta Tabella:
	1	non devono essere considerati non essendo possibile modificare quanto associato in termini di pericolosità al numero UN, al nome appropriato di spedizione e alla Classe indicati in Tabella A per quella materia	F
	2	possono essere considerati ricorrendo alla rubrica collettiva più appropriata, ma con l'approvazione dell'Autorità competente	V
	3	possono essere considerati, per decisione unilaterale dello speditore che ne conferma numero ONU, nome appropriato di spedizione e classe ma con l'aggiunta di informazioni di comunicazione del pericolo per indicare il o i rischi sussidiari supplementari	F

GC-008	Il codice di classificazione D, relativo ad esplosivi desensibilizzati, è associato a:
	1	materie della classe 1	F
	2	materie della classe 3	V
	3	materie della classe 4.1	V

GC-009	Cosa sono i codici di classificazione?
	1	Elementi identificativi del pericolo delle varie materie, presenti in tutte le classi RID/ADR/ADN	F
	2	Elementi identificativi del pericolo, specifici per classe RID/ADR/ADN	F
	3	Sequenze numeriche progressive per la classificazione delle miscele	F

GC-010	Con quale ordine deve essere scelto il tipo di rubrica collettiva alla quale assegnare una materia non nominativamente elencata nella Tabella A del capitolo 3.2?
	1	Rubrica generica, Rubrica n.a.s. generica, Rubrica n.a.s. specifica	F
	2	Rubrica generica, Rubrica n.a.s. specifica, Rubrica n.a.s. generica	V
	3	Rubrica n.a.s. specifica, Rubrica generica, Rubrica n.a.s. generica	F

GC-011	Una miscela acquosa contenente, pentanoli e sorbitolo è identificata come:
	1	Alcoli, n.a.s.	F
	2	Liquido infiammabile, n.a.s.	F
	3	Pentanoli	V

GC-012	Una materia classificata liquido infiammabile e tossico, n.a.s. è:
	1	una materia con lo stesso livello di pericolosità sia come infiammabile sia come tossica	F
	2	una materia di cui non si sa se il pericolo principale sia quello dell'infiammabilità o della tossicità	F
	3	una materia pericolosa appartenente ad una rubrica collettiva	V

GC-013	Un chetone liquido, infiammabile, non avente altre caratteristiche di pericolosità, non nominativamente elencato nella Tabella A del capitolo 3.2, deve essere assegnato alla rubrica:
	1	Chetoni liquidi n.a.s., se il suo gruppo di imballaggio è I	F
	2	Chetoni liquidi n.a.s., se il suo gruppo di imballaggio è II	V
	3	Liquido infiammabile n.a.s., se il suo gruppo di imballaggio è II	F

GC-014	Un composto del tallio, tossico, non avente altre caratteristiche di pericolosità, non nominativamente elencato nella Tabella A del capitolo 3.2, deve essere assegnato alla rubrica:
	1	Composto del tallio n.a.s., se il suo gruppo di imballaggio è I	F
	2	Solido inorganico tossico, n.a.s., se il suo gruppo di imballaggio è II	F
	3	Solido organico tossico, n.a.s., se il suo gruppo di imballaggio è I	F

GC-015	Che significato ha il Numero ONU di una materia pericolosa?
	1	Quello di identificare la materia	V
	2	Quello di identificare la natura del pericolo della materia	F
	3	Quello di poter risalire al nome commerciale della materia	F

GC-016	Tra due materie aventi rispettivamente il Numero ONU 1250 e 2250 quale è più pericolosa?
	1	Hanno le stesse caratteristiche di pericolosità	F
	2	La seconda (UN 2250), perché ad un Numero ONU più grande corrisponde un maggior pericolo	F
	3	Non è possibile saperlo in base al solo Numero ONU	V

GC-017	Per gli oggetti sottoposti alle disposizioni del RID/ADR/ADN:
	1	non sono assegnati ad un gruppo d'imballaggio	V
	2	possono essere sottoposti a prove prescritte nell'istruzione di imballaggio	V
	3	sono anch'essi assegnati ad un gruppo d'imballaggio	F

GC-018	Una miscela di alcol etilico (50%) e alcol metilico (50%), deve essere classificata:
	1	con il numero ONU degli alcoli infiammabili tossici, n.a.s.	V
	2	con il numero ONU dei liquidi infiammabili, tossici, n.a.s.	F
	3	con il numero ONU dell'alcol etilico	F

GC-019	Le Aldeidi ottiliche:
	1	devono essere classificate tra le aldeidi n.a.s.	F
	2	sono nominativamente elencate	V
	3	sono una rubrica collettiva	F

GC-020	I Fluorotolueni:
	1	Esiste una rubrica nominativa per ogni isomero dei fluorotolueni	F
	2	In tale rubrica sono compresi i suoi diversi isomeri (orto-, meta, para,)	V
	3	Sono una rubrica collettiva	F

GC-021	Il cloruro di alluminio
	1	Allo stato solido idrato si deve trasportare alle stesse condizioni della materia anidra	F
	2	Allo stato solido, anidro, è una materia tossica	F
	3	È vietato il trasporto di cloruro di alluminio allo stato solido idrato	F

GC-022	Una materia piroforica è:
	1	un sinonimo di polvere pirica	F
	2	una materia che è il principale componente dei fuochi artificiali	F
	3	una materia che, a contatto con l'aria, si accende entro 5 minuti	V

GC-023	Il Germanio
	1	è un elemento chimico che ha isotopi radioattivi	V
	2	è un gas adsorbito	F
	3	è un gas liquefatto	F

GC-024	Il Calomelano (cloruro mercuroso – cloruro di mercurio I):
	1	è una materia appartenente ai composti solidi del mercurio n.a.s.	V
	2	è una materia non soggetta al RID/ADR/ADN	F
	3	è una materia pericolosa della classe 9	F

GC-025	L'acroleina
	1	deve essere trasportata soltanto se stabilizzata	V
	2	non è necessario che sia stabilizzata	F
	3	può essere trasportata in qualsiasi stato	F

